film,user,star,time,content
冰风暴,JH-math,推荐,2012-10-27,性，谎言和酒精充斥的中产阶级；出自李安手笔自动掉1星。
冰风暴,Lans_lot,推荐,2013-03-18,交错复杂的为了报复而发生的偷情纠结在冰风暴的这个夜里无尽的发生 多个家庭的迷惘和空虚 当伊莲娜终于成功报复了本的偷情 在换妻游戏中放纵之后她却也看到自己的女儿沉浸在同样的放纵之中 连呵责的身份都已经失去因为你自己就已经站在偷情者的那个身份了 又该怎样去和你的下一代对话
冰风暴,文茵,推荐,2012-06-18,全剧的压抑感，静默下埋藏着等待爆发的巨大力量，映射着人们对现实生活中厌倦以及渴望的摆脱。
冰风暴,BOSS米我要,还行,2015-02-16,我不觉得多好看啊...好沉闷啊 片子的色彩也是灰蒙蒙阴郁得提不起精气神儿。 除了Christina Ricci的眼神真迷人儿以外，不觉得有啥看头儿...
冰风暴,小粉,推荐,2010-11-07,从头到尾都很压抑，以至于我什么也没感受到。
冰风暴,潇崽,2010-04-01,2010-04-01,若不是蒋导的TOP10....说实话我觉得看完后 欠缺了什么  不是电影 而是我自己的感觉
冰风暴,迷失东京,推荐,2019-12-16,看的很难受，在不受约束的欲望面前，每个人都在随心所欲的活着，大人小孩都是如此，冲破道德约束，玩着禁忌的游戏，这些自己也解释不清的行为，都是不敢坦诚面对自身的结果。摄影真好，最后那场发生在自然界的冰风暴，其实就是这些中产家庭内部正在经历的风暴。
冰风暴,缺德梅,还行,2018-10-25,7.1 冰风暴是个很好的意象，人际关系冷冽刺骨，精神状况危机四伏。上至国家政府下及家庭父权无不是虚伪堕落，导致的“榜样缺失”一级影响一级。画面完全呈现每个人脸上的缺陷，仿佛是电影彰显生活真实面目的表示。
冰风暴,momo茶茶,推荐,2013-04-11,李安的美国中产家庭群像，据说他自己觉得拍的最好的一部
冰风暴,月司,2018-11-10,2018-11-10,20110612標記想看。2018金馬影展首部觀影，35mm膠片放映。感歎李安作為一個「外國人」竟然在和各部門協調上做到露不出破綻，就說給演員說戲，腦補一下都覺得厲害。配樂好聽可惜實在太滿，每一個角色在鏡頭前展露出心中有一萬頭草你媽經過的時候就總有配樂出現......以及結尾溫馨大結局是唯一中華傳統家庭價值馬腳？
冰风暴,kai,2007-08-31,2007-08-31,"可能是文化的原因，看的很头晕!  不过电影的手法，尤其是开头的那段极富中国韵味的音乐很不错。"
现代豪侠传,张和解,推荐,2016-09-10,1993年代的末日还带有深深的武侠感，这很中国
现代豪侠传,谈天,力荐,2012-08-05,当年的经典之作，虽然金城武在里面只是一个花瓶
现代豪侠传,Sherry,还行,2013-12-31,第二部永远没有第一部好看
现代豪侠传,韦大,2008-08-17,2008-08-17,小时候看觉得特别帅
现代豪侠传,我不爱你,较差,2012-12-01,虽然还是那经典的音乐，动作飘逸的三女侠，科幻漫画游戏范儿的人物和打斗场面，但是比上部《东方三侠》差太多了，还有这是金城武的银幕处女秀。
现代豪侠传,中野独人,推荐,2010-03-24,为金城武加一星
现代豪侠传,I can fly,较差,2012-02-17,前传都不怎么样，还来续集
现代豪侠传,acto,推荐,2011-04-04,配乐很喜欢 算是GWG电影的尾声？
现代豪侠传,邹逊,还行,2013-11-03,竟然还是末世题材...
现代豪侠传,YummyBe,还行,2010-04-29,梅艳芳的老大很强悍。
现代豪侠传,Louis,推荐,2010-12-31,在假想无政府状态下的人为浩劫，依旧承续前作的漫画奇幻风格，更显苍凉大气。
现代豪侠传,夏天好好味🍉,还行,2012-01-12,擦。这个教主太扯淡了！为毛陈九和她们在一起了！！！
现代豪侠传,花老娘,力荐,2011-06-06,哪个爱做梦，一觉醒来
现代豪侠传,脱落的树皮,还行,2020-03-14,两部反派，一个是封建前朝的宦官，一个是未来末世的科学家，却同样都为娘炮，同样都被炸死……    梅艳芳真是帅～
现代豪侠传,忘记时间的猫,推荐,2011-09-24,和第一部的感觉很象，更有末世的感觉。
现代豪侠传,何日君,还行,2012-09-11,大牌云集啊   仔细回忆了一会 连周润发都出来了  可看看演员表  没这人啊
现代豪侠传,搭座木屋好不好,推荐,2016-12-05,末世混乱的无政府景象不同于第一部的消灭邪恶老太监 奇怪第一部陈三有感情戏 这部陈七有感情戏 都是悲剧 maybe是更现实了剧情 引用剧中张曼玉的台词:去他妈的！
现代豪侠传,kendy,还行,2010-02-06,恩，总觉得有些情节不合理
现代豪侠传,逝水犹可叹,还行,2009-05-14,电驴一直在下
现代豪侠传,O型血,还行,2017-11-25,不喜欢灰暗的色调。弱肉强食，适者生存。净水公司安保不行呀，这么重要的东西只有一个司机，不抢你抢谁。派护卫队还能增加就业岗位，保证运水安全。血太假了，伤口也不真实。 东方三侠2 主要演员没换，音乐也没换。女儿就是个累赘，净添乱。诺言如果变成包袱就没意义了。水果都烂了，吃了不会腹泻吗？
我心狂野,vivi,还行,2015-11-16,开头和结尾都不错... 中间好多地方都好难看，软趴趴乱糟糟。
我心狂野,橘子辉煌,还行,2007-10-23,没看出狂野，倒看出无奈，即想即现式的场景，颓废路线的凯奇
我心狂野,tintin-千寻,还行,2012-07-11,不错，尤其编曲配上情节，极具爆发力。配乐致敬经典，有Higt。超级浪漫，很写实~~，原则上不推荐，曾经燥过的，可以缅怀下曾经的意识流。
我心狂野,大三元,推荐,2009-09-17,"君子不语怪力乱神。    爱情，是一种信仰，带着神性。     “我也说过，我只对我的妻子唱《柔情似水》”"
我心狂野,vidania,还行,2011-03-23,昨晚上看了这个结果感冒了，感觉情节乱七八糟，不过色调还不错的
我心狂野,明眸断水,较差,2009-11-09,导演的表现手法.......还有演员莫名其妙的、夸张的表演  不是凯奇，早就关电脑了，硬着头皮看完
我心狂野,[已注销],还行,2010-12-06,林奇叔居然大团圆结局。。。
我心狂野,文心孤竹,还行,2013-06-15,1991年 独立精神奖 最佳摄影 Frederick Elmes  1990年 戛纳电影节(金棕榈) 最佳影片 大卫·林奇  1991年 奥斯卡(美国电影学院奖) 最佳女配角(提名) 戴安·拉德
我心狂野,臭臭,推荐,2008-03-02,love me tender
我心狂野,最期の咆哮,还行,2011-06-03,这种电影才叫真正的莫名其妙，怎么他妈的和狂野扯上关系了，整个一坨Bull shit。。
我心狂野,Phantom,推荐,2007-11-19,阵阵狂风肆虐吹着那个时代成就的狂野...
我心狂野,樱桃之远,力荐,2012-05-24,大师所有作品里我的最爱！
我心狂野,GaryNing,还行,2010-01-19,"画面感挺好的尤为特写,音乐我反正不喜欢重金属,故事被人物带入得什么玩意"
我心狂野,啸如,力荐,2011-07-24,火  蛇皮外套 看的热血沸腾
我心狂野,bullet,力荐,2005-12-04,"If you are wild at heart, just fight for it!"
我心狂野,Inma,推荐,2007-11-06,"看过电影后让我记得的有：塞勒，蛇皮皮衣，“love me tender”and 小仙女~~  事实上，我觉得结尾出现的小仙女都不像是林奇的风格。这种类型的魔幻不是林奇的~~"
我心狂野,蒙大拿,还行,2011-10-10,这够狂野么？公路爱情电影？爵士，黑幕，摇滚，幻像都在，但耍的不干净。女主身材好正
我心狂野,草威,力荐,2010-02-24,有人能把故事讲得丰富，有人能讲得精彩，但是讲得牛逼到无以言说的，我就见过大卫林奇。
我心狂野,Paco,还行,2018-02-23,《双峰外传：出镇大作妖》
我心狂野,阿琥,较差,2009-02-22,"david lynch显然是想表达点什么,不过我是理解不了."
过把瘾,廿一,推荐,2015-12-09,改革开放后第一部专注描摹都市男女爱情的电视剧  1990年代初，在一个刚从「我们」过渡到「我」、从「固态」变为「流动」的时期，电视剧《过把瘾》第一次将镜头专注地对准中国人的欲望和爱情，将「爱」置放在不被外物打扰的「培养皿」里和「显微镜」下细细观察  一个敏感偏执的护士和一个悲观、无能的文化馆职员的故事（我看他人挺好，不奸，不贪，不太把钱当回事儿）  四分之一个世纪过去，这种「单纯」和「专注」，愈来愈显得稀缺和艰难  开辟了另一套言情方式，真实生活和浪漫渴望交融，生死恋故事和琐碎日常相伴，王志文的表演洒脱又细腻，像个生活在寻常街巷的诗人，这一切汇成一种「真实的浪漫」，为刚刚开始追求精致生活的中国人，提供了一种寄托。
过把瘾,楞莲凌赖,推荐,2020-08-31,除了最后一集以外，都超出了我对那个年代电视剧的想象啊，杜梅妥妥的病娇啊。    我以为的剧情:毒舌男追臭屁女追8集。  实际上的剧情:第1集相识和确定关系，第2集结婚，第3集闹离婚，第四集撕破脸离婚，第5集再次同居，第6集另找人结婚，第7集复婚，第8集领盒饭。节奏巨快。  杜梅就是一个偏执一万倍的我啊，没朋友还心眼多。王志文虽然看着弱不禁风，流里流气，带有些自我毁灭的气质，但莫名给人一种安全感，是会跟你认真讲道理的人。
过把瘾,69.DDC,力荐,2012-01-20,你说这城市里，有多少个方言，又有多少个杜梅？@王朔 昨晚在列车上一口气看完八集 #过把瘾#Sao到早上五点  ╮(╯_╰)╭  关于爱，关于生活，关于婚姻，有多少人会感似曾相识。推荐大家都看看。 王志文江珊真赞。
过把瘾,叁舞,2008-03-15,2008-03-15,王志文 江珊 刘蓓
过把瘾,光影交错,推荐,2011-04-05,经典 当时觉得王志文跟江珊就是一对
过把瘾,游坦,推荐,2012-07-09,姜山当年柔情万丈的”你爱不爱我 “
过把瘾,落音吹羽,力荐,2010-09-02,童年记忆~~爱情启蒙片，当年就看着他们，明白了爱情不息，折腾不止的道理~~
过把瘾,[已注销],还行,2011-06-25,童年的恐怖记忆~
过把瘾,洛梦蝶,推荐,2016-06-12,风貌是有时代性的，情感的表达却又是超越了特定时代的，敏行讷言的方言和任性敏感的杜梅的纠葛和痴缠令观众挂怀是因为发自人性内心的占有、情爱与争斗都是那么真切、自然、可信，他们都不完美，甚至各有尖刻可憎的一面，但是却又因为那份对爱的渴望，在看似没有尽头的分合聚散中尽显天真而单纯
过把瘾,happy,推荐,2018-03-29,王志文帅，江珊可爱，真的没想到江珊那么可爱
过把瘾,降落伞,力荐,2020-08-23,看着图一乐，有一哥们喜欢一女生居然是发现那女生想象力强。。，太搞笑了，这电视剧应该是真正的北京爱情故事
过把瘾,Dreamer,力荐,2013-06-04,即便闹得天翻地覆打个你死我活，也还是要在一起，这就是爱情。
过把瘾,傻丫头,力荐,2014-03-11,那时候的王志文头发好多啊 杜梅和刘蓓那时候穿的就那么时髦了 现在穿出来也不老套 刘蓓那时候好美啊 惊艳
过把瘾,彼方有荣光,力荐,2010-03-16,我爸不爱看电视剧的人超喜欢看这剧，那时候我也才上小学，根本看不懂，觉得歌很好听，现在我曾经沧海难为水，再看这部剧发现自己以前很像杜梅，敏感没有安全感，幸福伴着压抑，哪有男人能受得了杜梅那样的女人呢，关于婚姻关于爱情，一个是围城，一个是过把瘾，说的太透了
过把瘾,niujiazju,力荐,2014-02-12,王志文的出道作品，貌似还是和江珊有点牵扯的年代。当是居然只有8集，但依旧不失为一个极端 不错的作品。赵宝刚原来是导演，今天才知道，但果然有实力的人在早期也是经典制造者。果然是经典的作品。
过把瘾,P小Y,推荐,2011-12-18,最近爱上看老片儿⋯⋯以前里面的台词服装什么的真是范儿啊⋯⋯以前觉得方言杜梅像我爸妈，现在又默默觉得像我们俩⋯⋯尤其方言那欠揍样儿⋯⋯嗯哼⋯⋯
过把瘾,麦唛糖,2009-10-13,2009-10-13,通过这些古老的电视剧，发现自己可真是老了
过把瘾,仌丸古束氵氵食,还行,2016-05-11,感觉沒有那么神作...可能是當年實在沒啥可看的吧......
过把瘾,指间流沙,力荐,2008-10-30,那时候的王志文，多年轻多帅啊  那时候的江珊，那叫一个风情万种  时光雕刻着你们的容颜，却留下不老你们永远的爱恋。
过把瘾,某S,推荐,2018-07-12,Hit FM 正好提到，标记一下。大黑板和上面的“爱”字可能是我认知“爱情”的启蒙了。
樱桃小丸子,ly。,力荐,2009-10-12,“是用线绑的，可是我还是要表演”小丸子的魔术、我们的人生，即使再狼狈，我们也要走下去不是吗？
樱桃小丸子,高小思,推荐,2010-10-02,好朋友~
樱桃小丸子,蝉影,推荐,2011-06-24,依旧是那么有趣~
樱桃小丸子,Fri.p.m.,力荐,2012-07-14,很萌哦 但是明明是基情岁月好么
樱桃小丸子,dac,推荐,2017-07-19,樱桃小丸子
樱桃小丸子,蓝色骨头,推荐,2012-03-18,好基友，一被子！
樱桃小丸子,AOI_YU,力荐,2011-10-01,大野你会记得杉山吧。
樱桃小丸子,隐,推荐,2009-12-13,童年转学的那个小朋友，是我一生中最亲密的朋友
樱桃小丸子,雅克,力荐,2009-08-29,感动！待我写个影评怀念下自己的人生！
樱桃小丸子,Zoe Diao,力荐,2013-04-29,大野和杉山。。。T_T
樱桃小丸子,我不是桃子,力荐,2008-07-01,很怀念的感觉.
樱桃小丸子,SYing,推荐,2016-09-26,看画风不难看出这两个是班里最清秀帅气又最相同的两个了，，，是该在一起啊 。。。
樱桃小丸子,Orange,力荐,2016-03-12,太基了............
樱桃小丸子,Yini,力荐,2010-10-03,很纯洁  很好看~
樱桃小丸子,Sephistopheles,推荐,2008-06-08,^z^
樱桃小丸子,better me,较差,2017-06-27,友情岁月
樱桃小丸子,离离塬上草,还行,2017-04-02,看得我真感动
樱桃小丸子,四不象,推荐,2016-06-10,基情四射
樱桃小丸子,interskh,力荐,2009-12-29,那些童年的故事 那些小盆友们
樱桃小丸子,Eckbert,推荐,2013-08-15,如果运动会是这样的，我一定不会找借口不参加的
戴拿奥特曼,飘,推荐,2018-07-16,搞笑
戴拿奥特曼,super seven,力荐,2019-09-18,相比戴拿比迪加的故事更具科幻性
戴拿奥特曼,奥特曼,力荐,2020-02-29,差点哭出来，本来风格很轻松的一部，偏偏来了个悲剧式的收尾。
戴拿奥特曼,伊库塔,推荐,2018-11-17,中间很多部分非常幽默，但结尾却沉重而有力，那首著名守护他人的歌也催人泪下。虽然迪迦是很多人童年最重要的一部分，但在我眼中，平成三部曲的质量是递增的，迪迦四星，戴拿四点五星，盖亚五星。
戴拿奥特曼,Marsler.,推荐,2019-05-23,平成时期的成长之作，飞鸟和戴拿，小人物的奥特曼，没有以前的伟光正，但是多了更多生活气息
戴拿奥特曼,普通的荔枝先生,推荐,2018-08-22,戴拿好丑
戴拿奥特曼,诸星团,推荐,2013-07-15,奥特曼平成三部曲第二作，风格比较轻松，结局有些偏悲剧，整体还不错
戴拿奥特曼,臭屁酸囊肿,力荐,2020-03-30,wowoダイナ∼力の限り　ダイナ～
戴拿奥特曼,Entropy,力荐,2020-02-19,只想守护你
戴拿奥特曼,59lands,力荐,2019-08-28,为什么这么喜欢戴拿。。因为我们同姓🤣🤣
戴拿奥特曼,世界征服,力荐,2020-03-19,剧情比迪迦略微逊色一点，但人物塑造比迪迦强，很多剧集有致敬怀旧，加分
戴拿奥特曼,穷酸玩家鱼子酱,力荐,2020-01-31,最爱的奥特曼。
戴拿奥特曼,我要当太空人,力荐,2020-08-13,战士戴拿，现在的平行宇宙设定戴拿客串挺多，但当时超银河传说是真让人不爽啊
戴拿奥特曼,桜,推荐,2019-12-04,1999。原来方便阿姨那时就在了？
戴拿奥特曼,梁大人,较差,2019-07-11,两分打给飞鸟。现实中可能出现的最坏的情况，都出现在剧里了。
戴拿奥特曼,多喝牛奶,推荐,2018-01-21,飞鸟
戴拿奥特曼,键盘侠在四川,推荐,2020-03-21,好看
戴拿奥特曼,Weirdo³,推荐,2017-07-28,笑点有点莫名其妙
戴拿奥特曼,ruii,力荐,2014-03-10,平成三部曲赛高！
戴拿奥特曼,卡缪维丹,推荐,2020-06-07,只想守护你，只想守护这颗星球
我和春天有个约会,Gracia,力荐,2011-03-30,小学的记忆啊
我和春天有个约会,R,力荐,2009-03-19,"当时最喜欢蓝的  后来看比较喜欢红的"
我和春天有个约会,VV,力荐,2010-01-08,“我和春天有个约会”这首歌一度很喜欢唱哪
我和春天有个约会,和也,推荐,2007-12-04,算得上是亚视的经典剧目。。。
我和春天有个约会,小猪猪,还行,2010-05-15,原来我已长大。
我和春天有个约会,是你吗是我,力荐,2009-08-01,六年级那年
我和春天有个约会,Runner Jodie,2009-05-01,2009-05-01,你你你为了爱情！
我和春天有个约会,大刘,力荐,2009-12-12,超级经典。
我和春天有个约会,cccj.box,力荐,2013-07-13,港剧的黄金时代佳作之一。
我和春天有个约会,兔子和小霸王,2010-12-09,2010-12-09,四個人合唱一首歌的日子應該就是一生最美好的時光了吧 其實多年前在茶樓 那個瘋子老頭已經一語箴破了四個人的一生 後來顛沛流離 分崩離析 如果不能和你在一起 只希望來日能認得出你的子女。
我和春天有个约会,求靠谱。,力荐,2008-06-30,儿时美好记忆
我和春天有个约会,竹子,力荐,2011-02-18,经典作，不解释。
我和春天有个约会,shuki,力荐,2010-05-04,梅兰梅兰我爱你
我和春天有个约会,Lunar,推荐,2008-02-27,儿时记忆的经典
我和春天有个约会,亦瑶燕伶,力荐,2009-08-02,曾经的最爱啊！！！
我和春天有个约会,自然静好,推荐,2010-06-05,遥远而朦胧的记忆
我和春天有个约会,小名噜噜,力荐,2011-01-07,经典@！！！
我和春天有个约会,121127,力荐,2010-01-01,经典！
我和春天有个约会,零点的鬼,推荐,2011-08-06,小时候~~~~
我和春天有个约会,Vera,力荐,2008-09-17,对我童年影响非常大的电视剧
人鱼传说,Vivi,较差,2013-09-15,故事很烂，但当年大家都是吃什么长得？
人鱼传说,feelzero,还行,2015-07-19,"睮, 醹, 鸆, 齵, 鸒, 嶼, 臑, 擩, 堣, 杅, 楰, 繻, 轝, 鰅, 窬, 羭, 蕍, 蕠, 嬬, 鴽, 璵, 薷, 謣, 旟, 襦, 腢, 譽, 迂, 雓, 燸, 歶, 蒘, 硢, 釪, 鮽, 筎, 螸, 籅, 曘, 崳, 堬, 邘, 銣, 吾, 於, 庾, 俞, 媮, 蠕, 与, 澞, 侞, 蝡, 如, 虞, 逾, 揄, 隅, 喁, 榆, 竽, 圩, 瑜, 渝, 蝓, 輿, 余, 與, 魚, 餘, "
人鱼传说,[已注销],力荐,2008-06-01,小时候把我感动的稀里哗啦 现在已经记不太清楚剧情了
人鱼传说,哆啦哆啦,推荐,2010-06-07,小时候的回忆。。。
人鱼传说,小婧。,还行,2009-09-04,哎哟哎哟。我小学时候看地。哎哟哎哟我想起我滴小学同学孙璇哒。可是她现在在哪里呢。
人鱼传说,谢馆长,推荐,2010-01-24,很小时候看的，看的很揪心，人鱼很漂亮很性感，很可怜。。
人鱼传说,Empty,推荐,2009-03-07,"那时看的感觉很好。  不过最喜欢酒井法子的我爱美人鱼。可惜看不到了。。"
人鱼传说,SC,还行,2012-05-06,看过点一下，我家有一盘这部电影的录影带。
人鱼传说,敏敏,力荐,2011-07-12,看的那年还年轻~
人鱼传说,-Lovi。,力荐,2010-04-25,很喜欢的一部片。
人鱼传说,一只甜南瓜,推荐,2010-01-20,小学看的，简直太喜欢了，还爱上了那首歌~
人鱼传说,Lacia,还行,2012-01-15,小时候看的，只记得他们小时候就认识了，然后里头有个坏的后来变好了。
人鱼传说,灿小烈,力荐,2011-10-25,小时候的最爱，王菲的《天空》听了一次又一次
人鱼传说,苏忽,还行,2009-12-29,看看，当年金城武还在给郑伊健作配呢
人鱼传说,阿苏,推荐,2007-09-07,着实经典，着实！
人鱼传说,Flyerwei,还行,2011-05-21,在一大堆租来的vcd里面找出来来的片子看的
人鱼传说,無邊無際,还行,2016-05-09,这是延续八十年代浮夸式港片风格中最后的奇幻了吧。单纯老百姓和利欲熏心奇葩阶层“打成一片”。
人鱼传说,谈天,还行,2012-08-05,这部剧，金城武演一个学校小混混，初高中的时候看，很可爱~很应景~
人鱼传说,触,还行,2013-09-12,我还有这电影的VCD碟片，都不知道从哪来的，AB凉面硬盒装。94年，一晃小二十年了。
人鱼传说,软妹来了,还行,2012-12-16,虽然比较小众电视里也不播但是我家里有碟= = 所以又是童年看烂。。。然后天天含着我妈的珍珠
修女也疯狂2,fallenD,推荐,2010-11-20,"依旧是充满爱的    可以算是音乐剧吧    music确实不错!"
修女也疯狂2,噬辣狂魔小泽条,还行,2020-02-09,全程在想乌比戈德堡怎么和tracy morgan这么像
修女也疯狂2,呆娃,推荐,2012-12-13,这么好听的歌舍不得三星啊喂
修女也疯狂2,半老滋娘,推荐,2015-10-08,多半星给修女题材。比较略微老套的剧情设置，除了学生们突然转变对音乐老师的印象这一段过渡的有点突兀，其他方面剧情很顺畅。美式音乐喜剧的部分重点喜感是在于音乐，语言上的包袱比较少，整体可看欢乐性挺高。
修女也疯狂2,smilelikeakid,推荐,2013-02-05,比第一部还是差了点。
修女也疯狂2,紅寶石國小巻毛,推荐,2008-10-18,《joyful joyful》
修女也疯狂2,白发生,较差,2013-04-15,比第一部更无聊。
修女也疯狂2,私房歌,还行,2016-01-08,没那么好，感觉音乐还算不错的。
修女也疯狂2,乔治姑娘,推荐,2011-02-20,我应该是看过。。不过分不清一二了
修女也疯狂2,小嗯,推荐,2008-05-08,以前的我说：“没看到最后，碟卡住了。可依然欢快。”
修女也疯狂2,吃了嗎?沒吃回家吃去吧!,2014-01-04,2014-01-04,比第一部差太太太多
修女也疯狂2,芙雅,推荐,2011-06-24,美国代表性经典喜剧
修女也疯狂2,Sylveon,推荐,2013-09-14,Not as good as the first but music is still high level
修女也疯狂2,楠子,还行,2013-07-13,现在看来情节是有些简陋的了，不过大老美学生寻找自我的精神还是很诱人。技术上没什么好说的，只能是那个年代的喜剧片了，嚼一嚼还是有点味道……
修女也疯狂2,杨欢喜Metiche,还行,2017-08-27,有些好电影不会因年代久远而褪色反而会历久弥新，但有些「好」电影却相反。很可惜「修女」系列属于后者，原因就在于好莱坞严丝合缝的流水线本身。当一部电影的故事不怕剧透，台词能让观众猜出下句，节奏也几乎能数着分钟猜情节，那么即使在当时觉得燃觉得爽，现在看来却只能感叹电影的确是在发展的。
修女也疯狂2,sign,推荐,2011-09-21,这一部的音乐很好听
修女也疯狂2,七斤七,还行,2009-04-07,为了那首疯狂的插曲，找二看的
修女也疯狂2,水木南亲,推荐,2008-03-09,en 2001
修女也疯狂2,耿,还行,2012-04-17,续集太一般了，完全找不到点。
修女也疯狂2,龍爺,还行,2010-04-25,米有1好看的說= =
蒸发密令,eminemheaton,推荐,2013-11-19,阿诺在这里面强的变态了，主角光环有点夸张了。 大战鳄鱼和跳伞那段很刺激。算是阿诺的一部佳作。 观影日期：990425（日）
蒸发密令,Yeni,推荐,2008-02-24,12年前的科幻片 还是很经典的
蒸发密令,大葱沾豆瓣,力荐,2009-01-21,就是嘛动作片 还是看阿诺的
蒸发密令,Bomb,还行,2011-07-27,好久没看州长大人的片了
蒸发密令,八月四日,还行,2007-11-05,Sorry，你被蒸发了。
蒸发密令,guuuu,还行,2008-11-16,美国的香港烂片
蒸发密令,o_O,还行,2008-05-30,那个绿莹莹的枪。。。
蒸发密令,洋葱狐狸~,还行,2006-09-04,记得一句：你人间蒸发了...
蒸发密令,Serenade,推荐,2013-06-18,哇靠好看诶！过瘾死了！！跟真实的谎言差不多的片子但是还是好看阿！johnny的前后呼应我觉得很灵。
蒸发密令,lgowen,还行,2019-06-23,本片拍摄于1996年。当年正是施瓦辛格演艺事业的巅峰期。不过从演技角度看，饰演大反派的詹姆斯·肯恩更胜一筹。在年轻时代，肯恩就在经典电影《教父》中成功饰演了长子桑尼。当然，我们看州长确实从来都不是为了看演技。秀肌肉、动拳脚才是正事儿~我觉得跳飞机夺降落伞的桥段是在致敬《007之太空城》。
